"","ID","NoAuthors","NoCollaborations","Origin.Country","Int.Collab","Countries","journal"
"16582","25197966",6,3,"India",1,"India","plos one"
"16583","25197965",3,3,"Brazil",2,"Brazil,United States","plos one"
"16584","25197883",4,4,"Singapore",2,"Singapore,Australia","plos one"
"16585","25197833",212,6,"Japan",1,"Japan","plos one"
"16586","25197831",3,1,"United States",1,"United States","plos one"
"16587","25197824",7,2,"United States",1,"United States","plos one"
"16588","25197823",6,3,"China",1,"China","plos one"
"16589","25197799",5,2,"India",1,"India","plos one"
"16590","25197798",8,5,"United States",2,"United States,Denmark","plos one"
"16591","25197795",6,2,"Canada",2,"Canada,United States","plos one"
"16592","25197794",6,1,"Italy",1,"Italy","plos one"
"16593","25197791",4,2,"United Kingdom",1,"United Kingdom","plos one"
"16594","25192550",6,6,"Japan",1,"Japan","plos one"
"16595","25192469",11,8,"Japan",1,"Japan","plos one"
"16596","25192453",4,1,"China",1,"China","plos one"
"16597","25192451",6,3,"China",1,"China","plos one"
"16598","25192442",2,2,"United States",1,"United States","plos one"
"16599","25192436",3,2,"China",2,"China,Canada","plos one"
"16600","25192431",4,3,"Slovakia",2,"Slovakia,Czech Republic","plos one"
"16601","25192429",4,2,"Israel",2,"Israel,United States","plos one"
"16602","25192428",5,2,"Belgium",1,"Belgium","plos one"
"16603","25192424",5,3,"China",1,"China","plos one"
"16604","25192423",8,3,"Germany",1,"Germany","plos one"
"16605","25192421",5,1,"United States",1,"United States","plos one"
"16606","25192405",4,2,"United States",1,"United States","plos one"
"16607","25192391",4,4,"China",2,"China,United States","plos one"
"16608","25192390",6,4,"China",1,"China","plos one"
"16609","25192389",8,1,"Japan",1,"Japan","plos one"
"16610","25192387",2,2,"Germany",1,"Germany","plos one"
"16611","25192378",4,3,"New Zealand",2,"New Zealand,Australia","plos one"
"16612","25192357",3,3,"Austria",1,"Austria","plos one"
"16613","25192356",20,6,"United States",1,"United States","plos one"
"16614","25192339",5,2,"China",1,"China","plos one"
"16615","25192338",6,6,"India",3,"India,France,Switzerland","plos one"
"16616","25192337",11,4,"Brazil",1,"Brazil","plos one"
"16617","25192335",11,6,"Italy",1,"Italy","plos one"
"16618","25192334",5,2,"Germany",2,"Germany,Switzerland","plos one"
"16619","25192323",9,2,"China",1,"China","plos one"
"16620","25192322",3,3,"Hungary",1,"Hungary","plos one"
"16621","25192283",11,4,"China",2,"China,United Kingdom","plos one"
"16622","25192282",5,2,"United States",1,"United States","plos one"
"16623","25192280",10,2,"Thailand",2,"Thailand,United Kingdom","plos one"
"16624","25192257",11,6,"Germany",1,"Germany","plos one"
"16625","25192254",3,1,"United States",1,"United States","plos one"
"16626","25192253",9,4,"Spain",1,"Spain","plos one"
"16627","25192252",4,3,"United States",1,"United States","plos one"
"16628","25192238",12,2,"China",1,"China","plos one"
"16629","25192214",7,3,"China",1,"China","plos one"
"16630","25192213",5,2,"Germany",2,"Germany,Italy","plos one"
"16631","25192199",2,2,"United States",1,"United States","plos one"
"16632","25192196",5,5,"Uganda",2,"Uganda,United Kingdom","plos one"
"16633","25192195",3,1,"Finland",1,"Finland","plos one"
"16634","25192194",3,2,"United States",1,"United States","plos one"
"16635","25192188",9,1,"Germany",1,"Germany","plos one"
"16636","25192180",3,1,"Ukraine",1,"Ukraine","plos one"
"16637","25192177",3,3,"United States",1,"United States","plos one"
"16638","25192176",4,1,"Brazil",1,"Brazil","plos one"
"16639","25192174",3,2,"New Zealand",1,"New Zealand","plos one"
"16640","25192173",4,4,"Canada",1,"Canada","plos one"
"16641","25192172",11,7,"Germany",4,"Germany,Netherlands,NA,Switzerland","plos one"
"16642","25192075",10,2,"Brazil",1,"Brazil","plos one"
"16643","25192068",9,6,"Korea",1,"Korea","plos one"
"16644","25192061",10,4,"United States",1,"United States","plos one"
"16645","25192060",7,5,"United States",1,"United States","plos one"
"16646","25192037",6,5,"China",2,"China,Denmark","plos one"
"16647","25192023",5,1,"China",1,"China","plos one"
"16648","25192022",8,2,"Netherlands",1,"Netherlands","plos one"
"16649","25192015",12,2,"Germany",2,"Germany,Bangladesh","plos one"
"16650","25192014",4,2,"United States",1,"United States","plos one"
"16651","25192013",12,5,"United States",2,"United States,Italy","plos one"
"16652","25192012",16,9,"Netherlands",3,"Netherlands,Denmark,Japan","plos one"
"16653","25192011",6,4,"Russian Federation",1,"Russian Federation","plos one"
"16654","25192006",6,4,"Australia",2,"Australia,South Africa","plos one"
"16655","25192005",5,3,"China",1,"China","plos one"
"16656","25192003",3,2,"Belgium",1,"Belgium","plos one"
"16657","25191999",6,2,"United Kingdom",1,"United Kingdom","plos one"
"16658","25191998",5,1,"Spain",1,"Spain","plos one"
"16659","25191997",4,2,"United States",1,"United States","plos one"
"16660","25191969",7,2,"United States",1,"United States","plos one"
"16661","25191963",10,1,"Japan",1,"Japan","plos one"
"16662","25191961",4,4,"Georgia",3,"Georgia,China,United States","plos one"
"16663","25191939",4,1,"United States",1,"United States","plos one"
"16664","25191937",3,1,"Russian Federation",1,"Russian Federation","plos one"
"16665","25191920",3,1,"India",1,"India","plos one"
"16666","25191901",8,3,"China",2,"China,United States","plos one"
"16667","25191900",11,9,"Switzerland",4,"Switzerland,United States,United Kingdom,France","plos one"
"16668","25191899",9,6,"China",1,"China","plos one"
"16669","25191897",3,3,"Austria",1,"Austria","plos one"
"16670","25191879",4,4,"Japan",1,"Japan","plos one"
"16671","25191870",7,6,"Portugal",2,"Portugal,Finland","plos one"
"16672","25191865",3,2,"India",1,"India","plos one"
"16673","25191860",4,3,"United States",1,"United States","plos one"
"16674","25191859",6,2,"Israel",2,"Israel,China","plos one"
"16675","25191858",9,7,"Switzerland",2,"Switzerland,United States","plos one"
"16676","25191857",3,1,"China",1,"China","plos one"
"16677","25191856",9,4,"China",1,"China","plos one"
"16678","25191847",2,1,"Canada",1,"Canada","plos one"
"16679","25191845",6,2,"Korea",1,"Korea","plos one"
"16680","25191843",8,7,"United States",1,"United States","plos one"
"16681","25191842",8,2,"United States",1,"United States","plos one"
"16682","25191841",3,1,"Spain",1,"Spain","plos one"
"16683","25191835",3,1,"United Kingdom",1,"United Kingdom","plos one"
"16684","25191834",3,2,"Korea",2,"Korea,United States","plos one"
"16685","25191758",3,3,"United States",2,"United States,Brazil","plos one"
"16686","25191756",3,1,"India",1,"India","plos one"
"16687","25191755",5,4,"Australia",1,"Australia","plos one"
"16688","25191754",8,3,"Kuwait",3,"Kuwait,United Kingdom,Germany","plos one"
"16689","25191753",5,4,"United Kingdom",2,"United Kingdom,Switzerland","plos one"
"16690","25191752",3,2,"United Kingdom",1,"United Kingdom","plos one"
"16691","25191747",10,8,"Bavaria",3,"Bavaria,Baden,Germany","plos one"
"16692","25191746",15,9,"Australia",2,"Australia,United States","plos one"
"16693","25191745",8,6,"Finland",1,"Finland","plos one"
"16694","25191744",5,3,"United States",1,"United States","plos one"
"16695","25191704",5,5,"United States",1,"United States","plos one"
"16696","25191703",9,3,"China",1,"China","plos one"
"16697","25191702",4,2,"Norway",1,"Norway","plos one"
"16698","25191701",8,2,"United States",2,"United States,Georgia","plos one"
"16699","25191700",15,15,"Switzerland",2,"Switzerland,Italy","plos one"
"16700","25191699",10,4,"China",3,"China,United Kingdom,United States","plos one"
"16701","25191698",6,2,"United States",1,"United States","plos one"
"16702","25191697",8,4,"Canada",1,"Canada","plos one"
"16703","25188582",6,5,"Belgium",2,"Belgium,India","plos one"
"16704","25188581",8,4,"Norway",1,"Norway","plos one"
"16705","25188578",4,1,"United States",1,"United States","plos one"
"16706","25188576",12,4,"China",2,"China,United Kingdom","plos one"
"16707","25188507",13,6,"Singapore",1,"Singapore","plos one"
"16708","25188503",4,1,"China",1,"China","plos one"
"16709","25188502",4,3,"Netherlands",1,"Netherlands","plos one"
"16710","25188500",3,1,"Georgia",1,"Georgia","plos one"
"16711","25188499",8,6,"United States",2,"United States,France","plos one"
"16712","25188498",8,4,"Denmark",1,"Denmark","plos one"
"16713","25188497",14,6,"Austria",2,"Austria,Hungary","plos one"
"16714","25188493",8,4,"Japan",1,"Japan","plos one"
"16715","25188470",13,2,"China",1,"China","plos one"
"16716","25188469",4,1,"Canada",1,"Canada","plos one"
"16717","25188462",5,3,"China",2,"China,Canada","plos one"
"16718","25188450",5,3,"France",1,"France","plos one"
"16719","25188448",14,4,"United States",1,"United States","plos one"
"16720","25188438",9,3,"China",1,"China","plos one"
"16721","25188434",13,5,"Thailand",3,"Thailand,United States,Singapore","plos one"
"16722","25188425",9,3,"Spain",1,"Spain","plos one"
"16723","25188423",11,6,"Germany",3,"Germany,Brazil,Switzerland","plos one"
"16724","25188421",3,2,"Australia",1,"Australia","plos one"
"16725","25188420",7,1,"United States",1,"United States","plos one"
"16726","25188417",11,5,"United States",1,"United States","plos one"
"16727","25188416",5,3,"Netherlands",1,"Netherlands","plos one"
"16728","25188412",3,2,"China",1,"China","plos one"
"16729","25188410",6,3,"India",1,"India","plos one"
"16730","25188407",5,3,"China",1,"China","plos one"
"16731","25188406",5,2,"China",1,"China","plos one"
"16732","25188405",13,3,"Austria",2,"Austria,Germany","plos one"
"16733","25188400",7,3,"Pakistan",2,"Pakistan,Saudi Arabia","plos one"
"16734","25188396",4,3,"United States",1,"United States","plos one"
"16735","25188391",7,6,"Canada",4,"Canada,India,United States,France","plos one"
"16736","25188388",21,2,"Belgium",1,"Belgium","plos one"
"16737","25188383",5,3,"China",1,"China","plos one"
"16738","25188381",14,7,"United States",1,"United States","plos one"
"16739","25188380",4,2,"Australia",1,"Australia","plos one"
"16740","25188379",7,7,"United States",1,"United States","plos one"
"16741","25188378",15,7,"Germany",3,"Germany,Australia,United Kingdom","plos one"
"16742","25188373",11,1,"China",1,"China","plos one"
"16743","25188372",4,1,"United States",1,"United States","plos one"
"16744","25188357",6,3,"Italy",1,"Italy","plos one"
"16745","25188356",4,2,"United States",1,"United States","plos one"
"16746","25188353",4,3,"Germany",2,"Germany,China","plos one"
"16747","25188352",10,3,"France",1,"France","plos one"
"16748","25188340",4,4,"United Kingdom",1,"United Kingdom","plos one"
"16749","25188337",6,2,"Taiwan",2,"Taiwan,United States","plos one"
"16750","25188326",5,2,"Brazil",1,"Brazil","plos one"
"16751","25188324",6,5,"Japan",1,"Japan","plos one"
"16752","25188322",4,4,"Sweden",2,"Sweden,Indonesia","plos one"
"16753","25188321",7,4,"Italy",1,"Italy","plos one"
"16754","25188319",7,1,"Taiwan",1,"Taiwan","plos one"
"16755","25188318",1,1,"Taiwan",1,"Taiwan","plos one"
"16756","25188313",8,3,"China",2,"China,United States","plos one"
"16757","25188312",11,6,"United States",2,"United States,United Kingdom","plos one"
"16758","25188308",5,2,"China",1,"China","plos one"
"16759","25188307",5,1,"Canada",1,"Canada","plos one"
"16760","25188306",5,2,"China",1,"China","plos one"
"16761","25188305",5,2,"Netherlands",2,"Netherlands,Chile","plos one"
"16762","25188304",3,2,"Poland",1,"Poland","plos one"
"16763","25188302",1,1,"United States",1,"United States","plos one"
"16764","25188299",15,9,"Japan",1,"Japan","plos one"
"16765","25188297",104,6,"Ireland",4,"Ireland,United States,Germany,Canada","plos one"
"16766","25188294",5,1,"Japan",1,"Japan","plos one"
"16767","25188285",4,1,"Germany",1,"Germany","plos one"
"16768","25188284",7,3,"Hungary",2,"Hungary,Austria","plos one"
"16769","25188282",3,2,"United States",1,"United States","plos one"
"16770","25188273",7,3,"China",1,"China","plos one"
"16771","25188270",2,1,"United States",1,"United States","plos one"
"16772","25188269",4,3,"United States",2,"United States,Sweden","plos one"
"16773","25188268",7,5,"Brazil",1,"Brazil","plos one"
"16774","25188266",9,2,"United States",1,"United States","plos one"
"16775","25188265",14,4,"United States",1,"United States","plos one"
"16776","25188255",7,7,"United Kingdom",1,"United Kingdom","plos one"
"16777","25188254",9,3,"China",1,"China","plos one"
"16778","25188248",6,4,"Norway",1,"Norway","plos one"
"16779","25188245",3,2,"United States",1,"United States","plos one"
"16780","25188244",4,2,"United States",1,"United States","plos one"
"16781","25188236",3,2,"United States",1,"United States","plos one"
"16782","25188235",5,1,"Japan",1,"Japan","plos one"
"16783","25188229",10,5,"Korea",1,"Korea","plos one"
"16784","25188221",3,2,"Canada",1,"Canada","plos one"
"16785","25188219",2,1,"United States",1,"United States","plos one"
"16786","25188209",9,3,"Netherlands",2,"Netherlands,Finland","plos one"
"16787","25188200",10,4,"Germany",1,"Germany","plos one"
"16788","25188038",7,3,"China",1,"China","plos one"
"16789","25188036",6,3,"Sweden",1,"Sweden","plos one"
"16790","25188034",5,4,"China",1,"China","plos one"
"16791","25188030",7,3,"United States",2,"United States,Israel","plos one"
"16792","25188025",8,3,"Ethiopia",2,"Ethiopia,Canada","plos one"
"16793","25188024",6,3,"United States",1,"United States","plos one"
"16794","25188023",15,5,"Spain",3,"Spain,Argentina,Japan","plos one"
"16795","25188007",6,2,"China",1,"China","plos one"
"16796","25188003",5,3,"Malaysia",1,"Malaysia","plos one"
"16797","25187992",5,2,"United States",2,"United States,Austria","plos one"
"16798","25187991",4,4,"United Kingdom",3,"United Kingdom,France,United States","plos one"
"16799","25187981",4,2,"Georgia",1,"Georgia","plos one"
"16800","25187980",15,7,"China",1,"China","plos one"
"16801","25187967",9,4,"India",2,"India,Sweden","plos one"
"16802","25187966",10,5,"Germany",2,"Germany,China","plos one"
"16803","25187964",7,1,"China",1,"China","plos one"
"16804","25187962",12,3,"United States",1,"United States","plos one"
"16805","25187960",4,4,"Australia",2,"Australia,China","plos one"
"16806","25187959",3,3,"China",1,"China","plos one"
"16807","25187958",4,4,"Brazil",2,"Brazil,Canada","plos one"
"16808","25187957",9,7,"France",5,"France,Senegal,NA,Germany,Central African Republic","plos one"
"16809","25187955",7,4,"Germany",1,"Germany","plos one"
"16810","25187954",9,3,"Brazil",1,"Brazil","plos one"
"16811","25187953",5,2,"India",1,"India","plos one"
"16812","25187952",8,5,"United Kingdom",1,"United Kingdom","plos one"
"16813","25187950",8,7,"Taiwan",1,"Taiwan","plos one"
"16814","25187949",6,5,"China",2,"China,Taiwan","plos one"
"16815","25187942",7,4,"Australia",2,"Australia,United States","plos one"
"16816","25184905",1,1,"United States",1,"United States","plos one"
"16817","25184830",3,2,"Australia",1,"Australia","plos one"
"16818","25184828",21,11,"Spain",1,"Spain","plos one"
"16819","25184819",8,3,"United Kingdom",1,"United Kingdom","plos one"
"16820","25184815",8,1,"China",1,"China","plos one"
"16821","25184813",4,4,"Germany",3,"Germany,France,Austria","plos one"
"16822","25184809",6,5,"Serbia",2,"Serbia,Kosovo","plos one"
"16823","25184796",4,2,"United States",1,"United States","plos one"
"16824","25184794",6,3,"United States",1,"United States","plos one"
"16825","25184792",7,4,"Japan",2,"Japan,Singapore","plos one"
"16826","25184791",7,5,"Israel",1,"Israel","plos one"
"16827","25184786",7,3,"Germany",1,"Germany","plos one"
"16828","25184785",7,3,"France",3,"France,Israel,United States","plos one"
"16829","25184758",8,6,"Taiwan",2,"Taiwan,United States","plos one"
"16830","25184755",3,2,"United States",1,"United States","plos one"
"16831","25184754",8,2,"Belgium",1,"Belgium","plos one"
"16832","25184746",7,4,"India",1,"India","plos one"
"16833","25184745",8,7,"Taiwan",2,"Taiwan,Japan","plos one"
"16834","25184704",6,2,"China",1,"China","plos one"
"16835","25184702",7,2,"United Kingdom",2,"United Kingdom,Saudi Arabia","plos one"
"16836","25184686",8,4,"Denmark",1,"Denmark","plos one"
"16837","25184684",7,4,"Sweden",2,"Sweden,United States","plos one"
"16838","25184672",4,3,"Norway",3,"Norway,United States,Malaysia","plos one"
"16839","25184666",12,4,"United States",2,"United States,Canada","plos one"
"16840","25184665",10,2,"China",1,"China","plos one"
"16841","25184664",3,2,"Switzerland",2,"Switzerland,United States","plos one"
"16842","25184637",19,12,"China",2,"China,United States","plos one"
